ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
1213,43944901,OTRAS ACTUACIONES SECTORIALES,OTRAS ACTUACIONES SECTORIALES,APORTACIÓN SODEPAL FESTIVAL DEL MAR,30000,1060
1155,43222003,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,COMUNICACIONES INFORMÁTICAS,1500,1061
1372,49122106,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,2000,1062
1284,45022000,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,MATERIAL DE OFICINA,4000,1063
1214,43944902,OTRAS ACTUACIONES SECTORIALES,OTRAS ACTUACIONES SECTORIALES,APORT. SODEPAL PROYECTO FOTONATURE,30000,1064
1156,43222114,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,MATERIAL PREVENTIVO Y DE DIAGNOSTICO TEST COVID 19,50000,1065
1157,43222300,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,TRANSPORTES Y MENSAJERÍA,20000,1066
1158,43222602,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,PUBLICIDAD Y PROPAGANDA,300000,1067
1159,43222603,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,PUBLICACIONES EN DIARIOS OFICIALES,300,1068
1160,43222606,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,"REUNIONES, CURSOS Y CONFERENCIAS",2500,1069
1161,43222608,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,ACCIONES PROMOCIÓN ASTROTURISMO,80000,1070
1162,43222609,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,PROGRAMAS EUROPEOS ASTROTURISMO Y CONTAMINACIÓN LUMÍNICA,16000,1071
1163,43222610,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,ACCIONES DE PROMOCIÓN TURISMO OCIO ACTIVO,20000,1072
1164,43222611,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,ACCIONES DE PROMOCIÓN GASTRONÓMICO Y CULTURAL,10000,1073
1165,43222632,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,CONTRATO PATROCINIO TRAVESÍA A NADO,20000,1074
1166,43222639,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,OTROS CONTRATOS DE PATROCINIO PUBLICITARIO,45000,1075
1167,43222690,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,CONTRATO DE PATROCINIO PUBLICITARIO REGATA ILES DU SOLEIL,10000,1076
1168,43222693,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,CONTRATO PATROCINIO DE FESTIVALITO,22000,1077
1169,43222696,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,EVENTOS PROMOCIÓN TURÍSTICA,30000,1078
1170,43222697,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,ASISTENCIAS A FERIAS,20000,1079
1171,43222698,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,PROMOCIÓN TURÍSTICA,600000,1080
1172,43222699,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,OTROS GASTOS DIVERSOS,2000,1081
1173,43222706,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,ESTUDIOS Y TRABAJOS TÉCNICOS,25000,1082
1174,43222707,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,ASISTENCIAS TÉCNICAS TURÍSTICAS,25000,1083
1175,43222709,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,GESTIÓN SERVICIOS PROMOCIÓN TURÍSTICA MERCADOS EMISORES,200000,1084
1176,43222712,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,GESTIÓN OFICINAS INFORMACIÓN TURÍSTICAS,140000,1085
1177,43222713,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,GESTIÓN DE CENTROS DE INTERÉS TURÍSTICO,850000,1086
1178,43222715,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,SERVICIO PROMOCIÓN TURISMO DE CRUCEROS,30000,1087
1179,43223020,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,DIETAS PERSONAL,15000,1088
1180,43223120,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,GASTOS DE LOCOMOCIÓN,5000,1089
1183,43244900,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,APORTACIÓN SODEPAL FILM COMISSIÓN,120000,1090
1184,43244901,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,APORTACIÓN SODEPAL PROMOCIÓN TURÍSTICA SABOREA LA PALMA,40000,1091
1185,43246200,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,SYBV. AYTO. LOS LLANOS DE ARIDANE LLOSA FESTIVAL IBEROAMERICANO,30000,1092
1186,43248900,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,SUBV. CENTRO DE INICIATIVAS TURÍSTICAS,15000,1093
1187,43248901,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,SUBVENCIÓN ADER FORMACIÓN,3000,1094
1188,43248902,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,APORTACIÓN FUNDACIÓN CANARIA RESERVA DE LA BIOSFERA DESTINO SOSTENIBLE,10000,1095
1189,43248903,TURISMO,ORDENACIÓN Y PROMOCIÓN TURÍSTICA,CONVENIO CARAVANA PROMOCIÓN TURÍSTICA,20000,1096
1285,45022001,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,"LIBROS, PRENSA, REVISTAS Y OTRAS PUBLICACIONES",650,1097
1373,49122500,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,TRIBUTOS ESTATALES,5000,1098
1286,45022300,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,TRANSPORTES Y MENSAJERÍA,700,1099
1374,49122602,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,PUBLICIDAD Y PROPAGANDA,30000,1100
1215,43944903,OTRAS ACTUACIONES SECTORIALES,OTRAS ACTUACIONES SECTORIALES,APORTACIÓN SODEPAL PLAN INSULAR DE MODA,250000,1101
1287,45022602,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,PUBLICIDAD Y PROPAGANDA,28000,1102
1375,49122606,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,"REUNIONES, CONFERENCIAS Y CURSOS",50000,1103
1216,43944905,OTRAS ACTUACIONES SECTORIALES,OTRAS ACTUACIONES SECTORIALES,APORTACIÓN SODEPAL PROYECTO LA PALMA UNA ISLA DE OPORTUNIDADES,120000,1104
1217,43944906,OTRAS ACTUACIONES SECTORIALES,OTRAS ACTUACIONES SECTORIALES,APORTACIÓN SODEPAL FERIA EMPRESARIAL LA PALMA,45000,1105
1218,43944907,OTRAS ACTUACIONES SECTORIALES,OTRAS ACTUACIONES SECTORIALES,APORTACIÓN SODEPAL LA PALMA ES COMERCIO,60000,1106
1223,44012000,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,SUELDOS GRUPO A1,32732,1107
1224,44012003,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,SUELDOS GRUPO C1,21656,1108
1225,44012004,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,SUELDOS GRUPO C2,45492,1109
1226,44012006,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,TRIENIOS,21069,1110
1227,44012100,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,COMPLEMENTO DE DESTINO,64558,1111
1228,44012101,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,COMPLEMENTO ESPECÍFICO,79408,1112
1229,44012103,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,OTROS COMPLEMENTOS,58794,1113
1230,44013000,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,RETRIBUCIONES BÁSICAS PERSONAL LABORAL,15582,1114
1231,44013002,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,OTRAS REMUNERACIONES,22498,1115
1232,44015000,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,PRODUCTIVIDAD,1873,1116
1233,44016000,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,SEGURIDAD SOCIAL,104700,1117
1236,44021600,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,GASTOS INFORMÁTICOS Y MANTENIMIENTO PROGRAMA,61000,1118
1237,44022000,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,MATERIAL DE OFICINA,2000,1119
1238,44022300,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,TRANSPORTES Y MENSAJERÍA,500,1120
1239,44022602,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,PUBLICIDAD Y PROPAGANDA,7000,1121
1240,44022699,TRANSPORTE,ADMINISTRACIÓN GENERAL DEL TRANSPORTE,GASTOS DIVERSOS,18000,1122
1245,44121200,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",MANTENIMIENTO MARQUESINAS,84000,1123
1246,44121900,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",CONTRATO PROGRAMA TRANSPORTES SERVICIO REGULAR,338340,1124
1249,44147200,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",SUBVENCIÓN BONOS TRANSPORTE DE VIAJEROS POR CARRETERA,1650000,1125
1250,44147205,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",SUBVENCIÓN A LA EXPLOTACIÓN TRANSPORTES INSULAR LA PALMA S. COOP. A CUENTA DEFICITI 2020,354000,1126
1251,44147206,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",SUBV. TRANSPORTE INSULAR LA PALMA SOC. COOP. A CUENTA DEFICIT 2021,20000,1127
1252,44148900,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",SUBV. BONOS DE TRANSPORTE PÚBLICO CARRETERA ESTUDIANTES FUERA DE LA ISLA,345000,1128
1255,44162500,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",MOBILIARIO Y ENSERES,1000,1129
1256,44162600,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",EQUIPOS PARA PROCESOS DE INFORMACIÓN Y CONTROL,3000,1130
1257,44162700,TRANSPORTE,"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE",INVERSIONES TRANSPORTES,500,1131
1262,44262200,TRANSPORTE,INFRAESTRUCTURA DEL TRANSPORTE,"CONSTRUCCIÓN, ADQUISICIÓN DE MARQUESINAS Y ACONDICIONAMIENTO DE PARADAS",10000,1132
1263,44262205,TRANSPORTE,INFRAESTRUCTURA DEL TRANSPORTE,ESTACIÓN DE GUAGUAS SANTA CRUZ DE LA PALMA FDCAN 2021,92799,1133
1268,45012000,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,SUELDOS GRUPO A1,65464,1134
1269,45012001,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,SUELDOS GRUPO A2,57096,1135
1270,45012003,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,SUELDOS GRUPO C1,32484,1136
1271,45012004,INFRAESTRUCTURAS,ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA,SUELDOS GRUPO C2,36394,1137
1376,49122610,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,CONGRESO ISLAS INTELIGENTES,15000,1138
1292,45241000,INFRAESTRUCTURAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS,1332642,1139
1377,49122611,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,LA PALMA LANPARTY - LP,15000,1140
1296,45271000,INFRAESTRUCTURAS,RECURSO HIDRAULICOS,APORTACIÓN CONSEJO INSULAR DE AGUAS,6616377,1141
1378,49122706,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,ESTUDIOS Y TRABAJOS TÉCNICOS,55000,1142
1301,45320300,INFRAESTRUCTURAS,CARRETERAS,ARRENDAMIENTO VEHÍCULOS Y MAQUINARIA,75000,1143
1379,49122709,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,ADECUACIÓN DEL CPD Y EL CENTRO COORDINADOR,10000,1144
1302,45321000,INFRAESTRUCTURAS,CARRETERAS,INFRAESTRUCTURA Y BIENES NATURALES CARRETERAS,20000,1145
1380,49122711,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,PROYECTO LA PALMA SMART ISLAND,695220,1146
1303,45321001,INFRAESTRUCTURAS,CARRETERAS,CONSERVACIÓN RED RECIBIDA,324000,1147
1383,49144900,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,APORTACIÓN SODEPAL PROGRAMA DIVULGACIÓN ASTROFISICA,46500,1148
1304,45321002,INFRAESTRUCTURAS,CARRETERAS,REPARACIÓN INFRAESTR Y BIENES NATURALES DAÑOS VIAS ,1000,1149
1384,49147200,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,SUBV. INSTALACIÓN PUNTOS RECARGA RÁPIDA VEHÍCULOS,90000,1150
1305,45321003,INFRAESTRUCTURAS,CARRETERAS,CONSERVACIÓN TÚNEL LA CUMBRE Y VÍA EXTERIOR LP-20,1800000,1151
1385,49148902,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,PREMIOS OPEN DATA LA PALMA,3000,1152
1306,45321004,INFRAESTRUCTURAS,CARRETERAS,LIMPIEZA Y ACONDICIONAMIENTO RED VIARIA INSULAR,1200000,1153
1388,49162700,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,INVERSIONES TELECOMUNICACIONES: RED TRONCAL Y OTROS,75000,1154
1307,45321300,INFRAESTRUCTURAS,CARRETERAS,"MAQUINARIA, INSTALACIONES Y UTILLAJE",4000,1155
1389,49162701,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,OBRAS E INVERSIONES GIS,42000,1156
1308,45321400,INFRAESTRUCTURAS,CARRETERAS,ELEMENTOS DE TRANSPORTE,20000,1157
1390,49162704,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,EQUIPAMIENTO E INVERSIÓN OFICINAS,30000,1158
1309,45322002,INFRAESTRUCTURAS,CARRETERAS,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000,1159
1391,49162705,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,RED DE SENSORES,20000,1160
1310,45322100,INFRAESTRUCTURAS,CARRETERAS,SUMINISTRO ENERGÍA ELÉCTRICA,400000,1161
1392,49162706,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,INVERSIONES FDCAN 2021 ,145029,1162
1393,49162708,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,INVERSIONES EN EL CPD Y CENTRO COORDINADOR,50000,1163
1394,49164100,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,DESARROLLO APLICACIONES WEB,6000,1164
1395,49164101,INNOVACION,SOCIEDAD DE LA INFORMACIÓN,GASTOS APLICACIONES INFORMÁTICAS,20000,1165
1400,91210000,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,796579,1166
1401,91210001,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,OTRAS REMUNERACIONES ASITENC. PLENOS Y COMISIONES,54900,1167
1402,91210100,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,28885,1168
1403,91210101,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,RETRIBUCIONES COMPLEMENTARIAS PERSONAL DIRECTIVO,88126,1169
1404,91211000,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,156061,1170
1405,91211001,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,316179,1171
1406,91216000,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,SEGURIDAD SOCIAL,353039,1172
1409,91222000,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000,1173
1410,91222001,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",2500,1174
1411,91222002,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,MATERIAL INFORMÁTICO ORDINARIO NO INVENTARIABLE,2000,1175
1412,91222114,ORGANOS DE GOBIERNO,ORGANOS DE GOBIERNO,MEDALLAS Y PINS NUEVA CORPORACIÓN,200,1176
1311,45322101,INFRAESTRUCTURAS,CARRETERAS,SUMINISTRO AGUA,30000,1177
1312,45322103,INFRAESTRUCTURAS,CARRETERAS,COMBUSTIBLES Y CARBURANTES CARRETERAS,65000,1178
1313,45322104,INFRAESTRUCTURAS,CARRETERAS,VESTUARIO CARRETERAS,11000,1179
1314,45322111,INFRAESTRUCTURAS,CARRETERAS,"SUMINISTRO DE RESPUESTOS DE MAQUINARIA,UTILLAJE Y ELEM TRANSPORTE",20000,1180
1315,45322502,INFRAESTRUCTURAS,CARRETERAS,TRIBUTOS LOCALES,5500,1181
1316,45322610,INFRAESTRUCTURAS,CARRETERAS,ENCUESTA DE INFRAESTRUCTURA,10000,1182
1317,45322611,INFRAESTRUCTURAS,CARRETERAS,INDEMNIZACIONES DAÑOS RESPONSABILIDAD PATRIMONIAL,20000,1183
1318,45322699,INFRAESTRUCTURAS,CARRETERAS,OTROS GASTOS DIVERSOS,1000,1184
1319,45322702,INFRAESTRUCTURAS,CARRETERAS,VALORACIONES Y PERITAJES,500,1185
1320,45322706,INFRAESTRUCTURAS,CARRETERAS,ESTUDIOS Y TRABAJOS TÉCNICOS,10000,1186
1321,45322707,INFRAESTRUCTURAS,CARRETERAS,EDUCACIÓN VIAL Y OTROS,1000,1187
1322,45322710,INFRAESTRUCTURAS,CARRETERAS,SAN BERNARDO SAFE BIKE 2020,500,1188
1325,45346201,INFRAESTRUCTURAS,CARRETERAS,PLAN INSULAR DE COOPERACIÓN MUNICIPAL: SERVICIOS ,10000,1189
1328,45361000,INFRAESTRUCTURAS,CARRETERAS,INVERSIONES EN TERRENOS DESTINADOS AL USO GENERAL,2500,1190
1329,45361100,INFRAESTRUCTURAS,CARRETERAS,INVERSIONES  ACONDICIONAMIENTO DE CARRETERAS,100000,1191
1330,45361101,INFRAESTRUCTURAS,CARRETERAS,REDACCIÓN PROYECTOS INVERSIÓN CARRETERAS,85000,1192
1331,45362300,INFRAESTRUCTURAS,CARRETERAS,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",20000,1193
1332,45362400,INFRAESTRUCTURAS,CARRETERAS,ELEMENTOS TRANSPORTES,10000,1194
1333,45362500,INFRAESTRUCTURAS,CARRETERAS,BIENES MUEBLES INFRAESTRUCTURA,5000,1195
1334,45362600,INFRAESTRUCTURAS,CARRETERAS,EQUIPOS PARA PROCESO DE INFORMACIÓN,2000,1196
1335,45362700,INFRAESTRUCTURAS,CARRETERAS,OTRAS INVERSIONES INFRAESTRUCTURAS,10000,1197
1336,45365000,INFRAESTRUCTURAS,CARRETERAS,GASTOS EN INVERSIONES GESTIONADAS PARA OTROS ENTES PÚBLICOS,10000,1198
1339,45376201,INFRAESTRUCTURAS,CARRETERAS,PLAN INSULAR DE DE COOPERACIÓN EN OBRAS ,10000,1199
1344,45965008,INFRAESTRUCTURAS,OTRAS INFRAESTRUCTURAS,INVERSIONES GESTIONADAS PARA OTROS ENTES PÚBLICOS FDCAN 2021,5791674,1200
1627,92822605,CONTRATACIÓN,CONTRATACIÓN,CONVENIO TRIBUNAL ADMINISTRATIVO CONTRATOS PÚBLICOS,100,1201
1628,92822699,CONTRATACIÓN,CONTRATACIÓN,GASTOS DIVERSOS,1000,1202
1631,92862500,CONTRATACIÓN,CONTRATACIÓN,ADQUISICIÓN MOBILIARIO,1500,1203
1632,92862600,CONTRATACIÓN,CONTRATACIÓN,EQUIPOS PARA PROCESOS DE INFORMACIÓN,3500,1204
1637,92950000,PRESIDENCIA,IMPREVISTOS Y FUNCIONES NO CLASIFICADAS,FONDO DE CONTIGENCIA E IMPREVISTOS,621348,1205
1642,93112000,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,SUELDOS GRUPO A1,130928,1206
1643,93112001,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,SUELDOS GRUPO A2,42822,1207
1644,93112003,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,SUELDOS GRUPO C1,21656,1208
1645,93112004,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,SUELDOS GRUPO C2,72787,1209
1646,93112006,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,TRIENIOS,55118,1210
1647,93112100,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,COMPLEMENTO DE DESTINO,189725,1211
1648,93112101,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,COMPLEMENTO ESPECÍFICO,271547,1212
1649,93112103,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,OTROS COMPLEMENTOS,160406,1213
1650,93115000,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,PRODUCTIVIDAD,3933,1214
1651,93116000,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,SEGURIDAD SOCIAL,217517,1215
1654,93122000,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,MATERIAL DE OFICINA SERVICIOS ECONÓMICOS,1000,1216
1655,93122001,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,"LIBROS, PRENSA, REVISTAS Y OTRAS PUBLICACIONES",380,1217
1656,93122004,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,CUOTA ANUAL BASE DE DATOS,8600,1218
1657,93122300,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,TRANSPORTES Y MENSAJERÍA,500,1219
1658,93122602,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,PUBLICIDAD Y PROPAGANDA SERVICIOS ECONÓMICOS,1733,1220
1659,93122603,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,PUBLICACIONES EN DIARIO OFICIALES,750,1221
1660,93122706,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,ESTUDIOS Y TRABAJOS TÉCNICOS,15000,1222
1663,93162700,POLÍTICA ECONÓMICA Y FISCAL,POLÍTICA ECONÓMICA Y FISCAL,INVERSIONES SERVICIOS ECONÓMICOS,5000,1223
1668,93312001,PATRIMONIO,GESTIÓN DEL PATRIMONIO,SUELDOS GRUPO A2,14274,1224
1669,93312006,PATRIMONIO,GESTIÓN DEL PATRIMONIO,TRIENIOS ,3109,1225
1670,93312100,PATRIMONIO,GESTIÓN DEL PATRIMONIO,COMPLEMENTO DE DESTINO,10608,1226
1671,93312101,PATRIMONIO,GESTIÓN DEL PATRIMONIO,COMPLEMENTO ESPECÍFICO,16107,1227
1672,93312103,PATRIMONIO,GESTIÓN DEL PATRIMONIO, OTROS COMPLEMENTOS,8017,1228
1673,93313000,PATRIMONIO,GESTIÓN DEL PATRIMONIO, RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,82385,1229
1674,93313002,PATRIMONIO,GESTIÓN DEL PATRIMONIO, OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,119010,1230
1675,93315000,PATRIMONIO,GESTIÓN DEL PATRIMONIO,PRODUCTIVIDAD,1873,1231
1676,93316000,PATRIMONIO,GESTIÓN DEL PATRIMONIO,SEGURIDAD SOCIAL,87136,1232
1679,93320200,PATRIMONIO,GESTIÓN DEL PATRIMONIO,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTRUCCIONES,60000,1233
1680,93321200,PATRIMONIO,GESTIÓN DEL PATRIMONIO,MANTENIMIENTO Y REPARACIÓN EDIFICIOS,80283,1234
1681,93321201,PATRIMONIO,GESTIÓN DEL PATRIMONIO,CONSERVACIÓN EDIFICIOS INSULARES PINTURA,82000,1235
1682,93321300,PATRIMONIO,GESTIÓN DEL PATRIMONIO,MANTENIMIENTO ASCENSORES EDIFICIOS,85000,1236
1683,93321301,PATRIMONIO,GESTIÓN DEL PATRIMONIO,"MAQUINARIA, INSTALACIONES Y UTILLAJE",850,1237
1684,93321302,PATRIMONIO,GESTIÓN DEL PATRIMONIO,MANTENIMIENTO EQUIPOS AIRES ACONDICIONADOS,100000,1238
1685,93321303,PATRIMONIO,GESTIÓN DEL PATRIMONIO,MANTENIMIENTO ESTACIONES TRANSFORMADORAS,15000,1239
1686,93321400,PATRIMONIO,GESTIÓN DEL PATRIMONIO,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS (ITV),6000,1240
1687,93322100,PATRIMONIO,GESTIÓN DEL PATRIMONIO,SUMINISTRO LUZ EDIFICIOS,550000,1241
1688,93322101,PATRIMONIO,GESTIÓN DEL PATRIMONIO,SUMINISTRO AGUA EDIFICIOS,105000,1242
1689,93322104,PATRIMONIO,GESTIÓN DEL PATRIMONIO,VESTUARIO PERSONAL EDIFICIOS,2000,1243
1690,93322502,PATRIMONIO,GESTIÓN DEL PATRIMONIO,TRIBUTOS ENTIDADES LOCALES,250000,1244
1691,93322600,PATRIMONIO,GESTIÓN DEL PATRIMONIO,GASTOS DIVERSOS,2463,1245
1692,93322700,PATRIMONIO,GESTIÓN DEL PATRIMONIO,SERVICIO LIMPIEZA EDIFICIOS,700000,1246
1693,93322706,PATRIMONIO,GESTIÓN DEL PATRIMONIO,ESTUDIOS Y TRABAJOS TÉCNICOS,10000,1247
1694,93322707,PATRIMONIO,GESTIÓN DEL PATRIMONIO,ESTUDIO Y LEGALIZACIÓN EDIFICIOS,5000,1248
1695,93322709,PATRIMONIO,GESTIÓN DEL PATRIMONIO,REDACCIÓN PLANES DE AUTOPROTECCIÓN,10000,1249
1698,93362200,PATRIMONIO,GESTIÓN DEL PATRIMONIO,INVERSIONES EDIFICIOS Y OTRAS CONSTRUCCIONES,212000,1250
1699,93362201,PATRIMONIO,GESTIÓN DEL PATRIMONIO,REDACCIÓN DE PROYECTOS INVERSIÓN EDIFICIOS,25000,1251
