ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,FID
1,13022699,PROTECCIÓN CIVIL,ADMINISTRACIÓN GENERAL DE LA SEGURIDAD Y PROTECCIÓN CIVIL,OTROS GASTOS DIVERSOS,10000,1
2,13022707,PROTECCIÓN CIVIL,ADMINISTRACIÓN GENERAL DE LA SEGURIDAD Y PROTECCIÓN CIVIL,SERVICIO CAPTACIÓN DE IMÁGENES AÉREAS,7500,2
3,13046100,PROTECCIÓN CIVIL,ADMINISTRACIÓN GENERAL DE LA SEGURIDAD Y PROTECCIÓN CIVIL,CONVENIO INVOLCAN RED DE SENSORES ACTIVIDAD VOLCÁNICA,50000,3
4,13272000,PROTECCIÓN CIVIL,SEGURIDAD Y ORDEN PÚBLICO,SUBV. MINISTERIO DEL INTERIOR MOBILIARIO OFICINA DE TRAFICO,15000,4
5,13520400,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,ARRENDAMIENTO VEHÍCULOS CECOPIN,35500,5
6,13522000,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,MATERIAL OFICINA,3000,6
7,13522104,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,VESTUARIO PERSONAL CECOPIN Y EMERGENCIAS,7500,7
8,13522602,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,PUBLICIDAD Y PROPAGANDA,7500,8
9,13522606,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,FORMACIÓN EN MATERIA DE PROTECCIÓN CIVIL,65000,9
10,13522610,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,PROYECTO DIVULGATIVO INSULAR EN EMERGENCIAS,20200,10
11,13522611,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,PROYECTO DE SEGURIDAD VIAL Y PREVENCIÓN DE RIESGOS,25000,11
12,13522707,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,ASIST. TÉCNICA ELABORACIÓN PLANES DE EMERGENCIAS Y ESPECIALES,25000,12
13,13522709,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,ELABORACIÓN DE PLANES AUTOPROTECCIÓN,15000,13
14,13523020,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,DIETAS PERSONAL,3000,14
15,13523120,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,LOCOMOCIÓN PERSONAL,3000,15
16,13523300,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,INDEMNIZACIONES DE EMERGENCIAS,15000,16
17,13548900,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,SUBV. ASOCIACIONES DE PROTECCIÓN CIVIL,25000,17
18,13548901,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,CONVENIO AEA SERVICIO DE EMERGENCIA,50000,18
19,13548903,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,CONVENIO CRUZ ROJA EVACUACION ALBERGUES,40000,19
20,13548904,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,CONVENIO COLEGIO PSICÓLOGOS ACTUACIONES EMERGENCIAS,10000,20
21,13560100,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,INVERSIONES EN SEGURIDAD Y EMERGENCIAS,15000,21
22,13562400,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,VEHÍCULOS EMERGENCIA,60000,22
23,13562700,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,EQUIPAMIENTOS Y DOTACIONES EMERGENCIAS,5000,23
24,13562701,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,NUEVO CENTRO DE EMERGENCIAS,1000,24
25,13562900,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,MATERIAL TELECOMUNICACIONES,20000,25
26,13562901,PROTECCIÓN CIVIL,PROTECCIÓN CIVIL,MATERIAL DE EMERGENCIAS,20000,26
27,13622709,PROTECCIÓN CIVIL,SERVICIOS DE EXTINCIÓN DE INCENDIOS,PRESTACIÓN SERVICIO PREV. Y EXT. INCENDIOS,675000,27
28,13662901,PROTECCIÓN CIVIL,SERVICIOS DE EXTINCIÓN DE INCENDIOS,ADQUISICIÓN MATERIAL SERV. PREV. Y EXT. INCENDIOS,60000,28
29,15112000,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,SUELDOS GRUPO A1,114562,29
30,15112001,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,SUELDOS GRUPO A2,28548,30
31,15112003,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,SUELDOS GRUPO C1,10828,31
32,15112004,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,SUELDOS GROPO C2,9098,32
33,15112006,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,TRIENIOS,17636,33
34,15112100,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,COMPLEMENTO DE DESTINO,100792,34
35,15112101,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,COMPLEMENTO ESPECÍFICO,129888,35
36,15112103,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,OTROS COMPLEMENTOS,89066,36
37,15115000,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,PRODUCTIVIDAD,2060,37
38,15116000,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,SEGURIDAD SOCIAL,125098,38
39,15120600,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,RENOVACIÓN LICENCIAS,1900,39
40,15122000,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,MATERIAL DE OFICINA,1300,40
41,15122001,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,"LIBROS, PRENSA, REVISTAS Y OTRAS PUBLICACIONES",400,41
42,15122002,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,MATERIAL INFORMÁTICO NO INVENTARIABLE,1800,42
43,15122602,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,PUBLICIDAD PIOLP Y OTROS,19000,43
44,15122606,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,REUNIONES Y CONFERENCIAS,5000,44
45,15122699,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,GASTOS DIVERSOS,1500,45
46,15122710,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,ASISTENCIA TÉCNICA PLANIFICACIÓN,425000,46
47,15162500,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,MOBILIARIO DE OFICINAS,5000,47
48,15162600,ORDENACIÓN DEL TERRITORIO,ORDENACIÓN DEL TERRITORIO,INVERSIONES EQUIPOS INFORMÁTICOS,5000,48
49,15276202,ORDENACIÓN DEL TERRITORIO,VIVENDA,SUBV. AYTO. SANTA CRUZ DE LA PALMA APORT. REGENERACION Y RENOVACIÓN URBANA URB. BENAHOARE,292600,49
50,16212000,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",SUELDOS GRUPO A1,32732,50
103,16922610,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),LABORATORIO,22900,51
373,23522104,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,VESTUARIO,15500,52
51,16212001,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",SUELDOS GRUPO A2,28548,53
243,23022000,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,700,54
315,23346224,SERVICIOS SOCIALES,ASISTENCIA PERSONAS DEPENDIENTES,CONVENIO AYTO. BREÑA ALTA CENTRO DÍA MAYORES GASTOS MANTENIMIENTO,176639,55
104,16922699,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),OTROS GASTOS DIVERSOS MATADERO,5000,56
105,16922706,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),ESTUDIOS Y TRABAJOS TÉCNICOS,13000,57
106,16922709,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),SERVICIO TRATAMIENTO SANDACH,2800,58
109,16962700,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),INVERSIONES MATADERO,20000,59
114,17012000,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,SUELDOS GRUPO A1,81830,60
115,17012001,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,SUELDOS GRUPO A2,42822,61
116,17012003,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,SUELDOS GRUPO C1,216562,62
117,17012004,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,SUELDOS GRUPO C2,27295,63
118,17012006,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,TRIENIOS,58980,64
119,17012100,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,COMPLEMENTO DE DESTINO,236698,65
120,17012101,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,COMPLEMENTO ESPECÍFICO,297451,66
121,17012103,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,OTROS COMPLEMENTOS,204673,67
122,17013000,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,1761117,68
123,17013002,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,OTRAS REMUNERACIONES,2545428,69
124,17013100,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,LABORAL TEMPORAL,79426,70
125,17015000,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,PRODUCTIVIDAD,41295,71
126,17015100,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,GRATIFICACIONES,70000,72
127,17016000,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,SEGURIDAD SOCIAL,1740000,73
128,17016202,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,TRANSPORTE DEL PERSONAL,12404,74
131,17020000,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,ARRENDAMIENTO TERRENOS Y BIENES NATURALES,2200,75
132,17020200,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,COMUNIDAD PROPIETARIOS EDIFICIO. ARRENDAMIENTO LOCAL,3900,76
133,17020500,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,ARRENDAMIENTO MOBILIARIO Y ENSERES,500,77
134,17021200,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,MANTENIMIENTO EDIFICIO Y OTRAS CONSTRUCCIONES,25000,78
135,17021300,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,"MAQUINARIA, INSTALACIONES Y UTILLAJE",10000,79
136,17021400,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,MANTENIMIENTO VEHÍCULOS,50000,80
137,17021500,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,REPARACIÓN EQUIPOS OFICINA,800,81
138,17021600,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,RED COMUNICACIONES,3000,82
139,17022000,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,MATERIAL OFICINA,4000,83
140,17022001,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,"PRENSA, REVISTAS, LIBROS Y PUBLICACIONES",2000,84
141,17022002,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,MATERIAL INFORMÁTICO NO INVENTARIABLE,4000,85
142,17022003,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,PUBLICACIONES Y ACTUALIZACIÓN DE TOPOGUÍAS Y FOLLETOS,9700,86
143,17022103,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,COMBUSTIBLES,70000,87
144,17022104,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,VESTUARIO,25000,88
145,17022107,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,SUMINISTRO EQUIPO DE PROTECCIÓN INDIVIDUALES,20000,89
146,17022199,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,OTROS SUMINISTROS,40000,90
147,17022300,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,TRANSPORTES,1500,91
148,17022699,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,GASTOS DIVERSOS MEDIO AMBIENTE,30000,92
149,17022706,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,"ASISTENCIAS TÉCNICAS, ESTUDIOS Y PROGRAMAS DE M.A. ",40000,93
150,17022709,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,ASISTENCIA TÉCNICA PARA EQUIPOS MECÁNICOS,15000,94
151,17023120,MEDIO AMBIENTE,ADMINISTRACIÓN GENERAL DE MEDIO AMBIENTE,LOCOMOCIÓN PERSONAL,1500,95
156,17220400,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,RENTING VEHÍCULOS,97894,96
157,17221000,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,MANTENIMIENTO PISTA FORESTALES,20000,97
158,17221001,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,MANTENIMIENTO DE LA RED DE SENDEROS,40000,98
159,17221300,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,MANTENIMIENTO DE REDES CONTRA INCENDIOS FORESTALES,20000,99
160,17221900,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,REPAR. MANTENIMIENTO Y CONSERV. OTRO INMOVILIZADO MATERIAL,2000,100
161,17221901,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,MANTENIMIENTO DE LA RED DE USO PÚBLICO DE LA ISLA,50000,101
162,17222610,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,GASTOS DIVERSOS,37000,102
163,17222698,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,GASTOS VIVERO INSULAR Y CENTRO RECUPERACIÓN DE FAUNA,20000,103
164,17222701,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,ACTUACIONES CONTRA INCENDIOS Y BRIGADAS,1520000,104
165,17222707,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,"ASIST. TÉCN. ERRAD. EXÓTICAS, FLORA Y FAUNA EDUC. AMBIENTAL",20000,105
52,16212003,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",SUELDOS GRUPO C1,10828,106
53,16212004,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",SUELDOS GRUPO C2,9098,107
54,16212006,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",TRIENIOS,15864,108
55,16212100,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",COMPLEMENTO DE DESTINO,53818,109
56,16212101,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",COMPLEMENTO ESPECÍFICO,74872,110
57,16212103,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",OTROS COMPLEMENTOS,47640,111
58,16213000,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RETRIB. BÁSICAS LABORALES RESIDUOS SÓLIDOS,131777,112
59,16213002,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",OTRAS REMUNERACIÓNES PESONAL LABORAL FIJO,183122,113
60,16213100,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RETRIB. PERSONAL LABORAL TEMPORAL,8002,114
61,16215000,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",PRODUCTIVIDAD,3558,115
62,16216000,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",SEGURIDAD SOCIAL,196000,116
63,16216202,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",TRANSPORTE DEL PERSONAL,16935,117
64,16221200,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",REPARACIONES EDIFICIOS Y OTRAS CONSTRUCCIONES,1226,118
65,16221300,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS","RESIDUOS SÓLIDOS, MAQUINARIA, INSTALACIONES Y UTILLAJE",490,119
66,16221400,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS","MANTENIMIENTO, CONSERVACIÓN Y REPARACIÓN DE VEHÍCULOS",687,120
67,16222000,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",MATERIAL DE OFICINA,98,121
68,16222002,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",MATERIAL INFORMÁTICO NO INVENTARIABLE,172,122
69,16222103,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RESIDUOS SÓLIDOS. COMBUSTIBLES Y CARBURANTES ,490,123
70,16222104,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RESIDUOS SÓLIDOS. VESTUARIO ,613,124
244,23022001,SERVICIOS SOCIALES,ADMINISTRACIÓN GENERAL DE SERVICIOS SOCIALES,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",70,125
71,16222300,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",TRANSPORTES Y MENSAJERÍA,123,126
72,16222602,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",PUBLICIDAD Y PROPAGANDA,4904,127
73,16222610,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",PUESTA EN MARCHA DEL PTER,9808,128
74,16222699,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RESIDUOS SÓLIDOS. GASTOS DIVERSOS ,2452,129
75,16222706,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",ESTUDIOS Y TRABAJOS TÉCNICOS,82000,130
76,16222707,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RECOGIDA DE ENVASES LIGEROS,9808,131
77,16222709,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RECOGIDA PAPEL/CARTÓN,194437,132
78,16222710,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RECEPCIÓN Y TRATAMIENTO DE PAPEL CARTON SELECTIVA,19022,133
79,16222711,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",GESTIÓN DE VERTEDEROS,12260,134
80,16222712,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",GESTIÓN COMPLEJO AMBIENTAL DE RESIDUOS,1700000,135
81,16222713,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",RETIRADA RESIDUOS PELIGROS Y NO PELIGROSOS DE PUNTOS LIMPIOS,210000,136
82,16222714,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS","GESTIÓN DE RESIDUOS DE ESCOMBROS DE DEMOLICIÓN, RCD DE PUNTOS LIMPIOS",11000,137
83,16246200,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",COMPENSACIÓN PLANTA M. AMBIENTE VILLA DE MAZO,390658,138
84,16248901,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",APORTACIÓN ADER PROYECTO LA PALMA ORGANICA,60000,139
85,16260000,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",ADQUISICIÓN TERRENOS,27843,140
86,16262700,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",PUNTO LIMPIO PARA USUARIOS DE LA CONSTRUCCIÓN INDUSTRIA Y SERVICIOS (LOS LLANOS DE ARIDANE),2843,141
87,16262701,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",INSTALACIONES Y EQUIPOS DE INFRAESTRUCTURAS DE RESIDUOS,21598,142
88,16262702,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",OBRAS EN PUNTOS LIMPIOS,12532,143
89,16262703,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",OBRAS PUNTOS LIMPIOS DE LA CONSTRUCCIÓN,27843,144
90,16262705,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",INVERSIONES ACTIVIDADES CLASIFICADAS,20882,145
91,16262706,RESIDUOS,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",MEJORA COMPLEJO AMBIENTAL LOS MORENOS,60891,146
94,16921300,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),REPARACIÓN MAQUINARIA E INSTALACIONES MATADERO,25000,147
95,16921400,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),"REPARACIÓN , MANTENIMIENTO Y CONSERVACIÓN DE ELEMENTOS TRANSPORTE",5100,148
96,16922000,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),MATERIAL DE OFICINA MATADERO,500,149
97,16922002,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),MATERIAL INFORMÁTICO NO INVENTARIABLE,20000,150
98,16922103,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),COMBUSTIBLE MATADERO,29000,151
99,16922104,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),VESTUARIO Y LAVAND.,4500,152
100,16922110,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),LIMPIEZA INSTALACIONES Y DESINFECCIÓN,5000,153
101,16922300,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),TRANSPORTES,26000,154
102,16922502,MATADERO,OTROS SERVICIOS DE BIENESTAR COMUNITARIO (MATADERO),TRIBUTOS VEHICULOS,1200,155
374,23522105,RESIDENCIAS DE PENSIONISTAS,RESIDENCIAS DE PENSIONISTAS,PRODUCTOS ALIMENTICIOS,274234,156
435,24162601,EMPLEO,FOMENTO DE EMPLEO,INVERSIONES EN INSTALACIONES EMPLEO,2375,157
166,17222709,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,PLAN DE CONTROL DE EXÓTICAS,15000,158
167,17222710,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,PROYECTO LIFE/2017/IPE/PT/000010,42039,159
168,17222711,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,ENCARGO SODEPAL PUNTOS DE INFORMACIÓN AMBIENTAL,5000,160
169,17222799,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,OTROS TRABAJOS REALIZADOS POR EMPRESAS Y PROFESIONALES,40000,161
170,17223020,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INDEMNIZACIÓN POR RAZÓN DEL SERVICIO,3000,162
171,17223300,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INDEMNIZACIÓN INCENDIOS Y EMERGENCIAS,100000,163
174,17235800,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING),15000,164
177,17260000,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,ADQUISICIÓN DE TERRENOS CUEVA DE LAS PALOMAS,2650,165
178,17261100,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INVERSIONES MEDIO AMBIENTE,90000,166
179,17261101,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INVERSIONES MEDIO AMBIENTE Y SERVICIOS FORESTALES,216535,167
180,17261102,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,MEJORA SENDEROS DE LA RED INSULAR DE LA PALMA,30000,168
181,17262400,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,VEHÍCULO,35000,169
182,17262700,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,INVERSIONES,15000,170
183,17262701,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,EQUIPAMIENTO Y DOTACIONES,20000,171
184,17262703,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,PLAN DE SOSTENIBILIDAD DE LA ISLA DE LA PALMA RESERVA MUNDIAL DE LA BIOSFERA,250000,172
185,17264800,MEDIO AMBIENTE,PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE,CUOTAS NETAS DE INTERESES POR OPERACIONES DE ARRENDAMIENTO FINANCIERO (LEASING),58800,173
190,17922611,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,DÍAS M. AMBIENTE Y ÁRBOL,700,174
191,17922612,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,CONVENIO COLABORACIÓN MAROPARQUE,10000,175
192,17923300,MEDIO AMBIENTE,OTRAS ACTUACIONES RELACIONADAS CON EL MEDIO AMBIENTE,GASTO FUNCIONAMIENTO PATRONATO ESPACIOS NATURALES,1500,176
