"APLICACIÓN PRESUP.";"AREA";"DENOMINACIÓN";"EURO"
43222706;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"ESTUDIOS Y TRABAJOS TÉCNICOS";25000,00
43222707;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"ASISTENCIAS TÉCNICAS TURÍSTICAS";15000,00
43222709;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"GESTIÓN SERVICIOS PROMOCIÓN TURÍSTICA MERCADOS EMISORES";211259,50
43222710;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"EDICIONES LIBROS DE FOTOGRAFÍAS";25000,00
43222712;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"GESTIÓN OFICINAS INFORMACIÓN TURÍSTICAS";70000,00
43222713;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"GESTIÓN DE CENTROS DE INTERÉS TURÍSTICO";90000,00
43223020;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"DIETAS PERSONAL";10000,00
43223120;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"GASTOS DE LOCOMOCIÓN";10000,00
43244900;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"APORTACIÓN SODEPAL FILM COMISSIÓN";121000,00
43246200;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBVENCIÓN AYUNTAMIENTO DE VILLA DE MAZO CORPUS CHRISTI";7000,00
43246201;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBV. AYTO. S/C DE LA PALMA, FIESTA DE LOS INDIANOS";5000,00
43246202;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBVENCIÓN AYUNTAMIENTO SANTA CRUZ DE LA PALMA PROMOCIÓN TURÍSTICA EVENTOS";8000,00
43246700;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBVENCIÓN FUNDACIÓN CANARIA RESERVA DE LA BIOSFERA DESTINO SOSTENIBLE";10000,00
43248900;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBV. CENTRO DE INICIATIVAS TURÍSTICAS";15000,00
43248901;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBVENCIÓN ADER FORMACIÓN";1000,00
43248904;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBVENCIÓN ASOCIACIONES TURISMO ACTIVO";4000,00
43248905;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBVENCIÓN ASOCIACIONES EMPRESAS TURISMO RURAL";4000,00
43248906;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBV. FUNDACIÓN STARLIGHT CONGRESO X ANIVERSARIO";50000,00
43262500;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"MOBILIARIO Y ENSERES";2000,00
43262600;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"EQUIPOS PARA PROCESOS DE INFORMACION";1500,00
43262701;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"CENTRO VISITANTES ROQUE LOS MUCHACHOS";1604558,21
43262704;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"OTRAS OBRAS Y PROYECTOS TURÍSTICOS";38252,50
43265000;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"PROYECTO IBARROLA GARAFÍA";140000,00
43265001;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"FUENTE SANTA";90000,00
43276200;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"CONVENIO AYUNTAMIENTO ACCIONES TURISMO";30000,00
43276202;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBV. AYTO. S/C DE LA PALMA OBRA ASCENSOR PANÓRAMICO";150000,00
43276204;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBV. AYTO. TIJARAFE OBRA MIRADOR DEL UNIVERSO";129702,70
43276205;"ORDENACIÓN Y PROMOCIÓN TURÍSTICA";"SUBV. AYTO. BREÑA BAJA MUSEO DE LA SAL";125000,00
43922612;"OTRAS ACTUACIONES SECTORIALES";"DINAMIZACIÓN SOCIOECONÓMICA ";20000,00
43944900;"OTRAS ACTUACIONES SECTORIALES";"APORTACIÓN SODEPAL ORGANIZACIÓN Y EJECUCIÓN ISLA BONITA LOVE FESTIVAL";125000,00
43944901;"OTRAS ACTUACIONES SECTORIALES";"APORTACIÓN SODEPAL FESTIVAL DEL MAR";25000,00
43944902;"OTRAS ACTUACIONES SECTORIALES";"APORTACIÓN SODEPAL FESTIVAL DEL MOTOR";10000,00
43944903;"OTRAS ACTUACIONES SECTORIALES";"APORTACIÓN SODEPAL PLAN INSULAR DE MODA";90000,00
43946200;"OTRAS ACTUACIONES SECTORIALES";"SUBV. AYTOS. DINAMIZACIÓN SOCIOECONÓMICA";50000,00
43946202;"OTRAS ACTUACIONES SECTORIALES";"SUBV. PROMOCIÓN Y DINAMIZACIÓN ECONÓMICA AYTOS. RURALES DE LA PALMA";54000,00
43948902;"OTRAS ACTUACIONES SECTORIALES";"SUBV. ASOCIACIONES PARA GASTOS POR PARTICIPAIÓN EVENTOS DEL CARNAVAL";30000,00
44012000;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"SUELDOS GRUPO A1";15231,71
44012003;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"SUELDOS GRUPO C1";20155,17
44012004;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"SUELDOS GRUPO C2";42338,52
44012006;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"TRIENIOS";10810,07
44012100;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"COMPLEMENTO DE DESTINO";48311,76
44012101;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"COMPLEMENTO ESPECÍFICO";56989,10
44012103;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"OTROS COMPLEMENTOS";40166,11
44013000;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"RETRIBUCIONES BÁSICAS PERSONAL LABORAL";13392,46
44013002;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"OTRAS REMUNERACIONES";20042,26
44015000;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"PRODUCTIVIDAD";1685,52
44016000;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"SEGURIDAD SOCIAL";84228,85
44021600;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"GASTOS INFORMÁTICOS Y MANTENIMIENTO PROGRAMA";12037,50
44022000;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"MATERIAL DE OFICINA";100,00
44022300;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"TRANSPORTES Y MENSAJERÍA";50,00
44022699;"ADMINISTRACIÓN GENERAL DEL TRANSPORTE";"GASTOS DIVERSOS";3000,00
44121900;"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE";"CONTRATO PROGRAMA TRANSPORTES SERVICIO REGULAR";339520,22
44147200;"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE";"SUBVENCIÓN BONOS TRANSPORTE DE VIAJEROS POR CARRETERA";1000000,00
44147201;"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE";"SUBVENCIÓN TRANSPORTE INSULAR LA PALMA SOC. COOP. DEFICIT EXPLOTACIÓN EJERCICIOS 2012-2013";324156,62
44147202;"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE";"SUBVENCIÓN TRANSPORTE INSULAR LA PALMA SOC. COOP. DEFICIT EXPLOTACIÓN EJERCICIO 2014";517173,77
44162500;"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE";"MOBILIARIO Y ENSERES";100,00
44162600;"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE";"EQUIPOS PARA PROCESOS DE INFORMACIÓN";400,00
44162700;"PROMOCIÓN, MANTENIMIENTO Y DESARROLLO DEL TRANSPORTE";"INVERSIONES TRANSPORTES REGULAR";500,00
45012000;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"SUELDOS GRUPO A1";45695,14
45012001;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"SUELDOS GRUPO A2";39854,04
45012003;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"SUELDOS GRUPO C1";30232,76
45012004;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"SUELDOS GRUPO C2";42338,52
45012005;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"SUELDOS GRUPO E";7755,44
45012006;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"TRIENIOS";35191,22
45012100;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"COMPLEMENTO DE DESTINO";106229,06
45012101;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"COMPLEMENTO ESPECÍFICO";133461,41
45012103;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"OTROS COMPLEMENTOS";97260,20
45013000;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO";409701,05
45013002;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"OTRAS REMUNERACIONES";608996,60
45013100;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"LABORAL TEMPORAL";20725,88
45015000;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"PRODUCTIVIDAD";11892,28
45016000;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"SEGURIDAD SOCIAL";493932,76
45021600;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"REPARACIÓN Y MANTENIMIENTO DE EQUIPOS INFORMÁTICOS";3200,00
45022000;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"MATERIAL DE OFICINA";2000,00
45022001;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"LIBROS, PRENSA, REVISTAS Y OTRAS PUBLICACIONES";650,00
45022300;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"TRANSPORTES Y MENSAJERÍA";800,00
45022602;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"PUBLICIDAD Y PROPAGANDA";8000,00
45035200;"ADMINISTRACIÓN GENERAL DE INFRAESTRUCTURA";"INTERESES DE DEMORA INFRAESTRUCTURA";1000,00
45241000;"RECURSO HIDRAULICOS";"APORTACIÓN CONSEJO INSULAR DE AGUAS";856927,11
45271000;"RECURSO HIDRAULICOS";"APORTACIÓN CONSEJO INSULAR DE AGUAS";3475208,37
45320300;"CARRETERAS";"ARRENDAMIENTO VEHÍCULOS Y MAQUINARIA";15000,00
45321000;"CARRETERAS";"INFRAESTRUCTURA Y BIENES NATURALES CARRETERAS";60000,00
45321001;"CARRETERAS";"CONSERVACIÓN RED RECIBIDA";200000,00
45321002;"CARRETERAS";"REPARACIÓN INFRAESTR Y BIENES NATURALES DAÑOS VIAS ";1000,00
45321003;"CARRETERAS";"CONSERVACIÓN TÚNEL LA CUMBRE Y VÍA EXTERIOR LP-20";1500000,00
45321300;"CARRETERAS";"MAQUINARIA, INSTALACIONES Y UTILLAJE";4000,00
45321400;"CARRETERAS";"ELEMENTOS DE TRANSPORTE";15000,00
45322002;"CARRETERAS";"MATERIAL INFORMÁTICO NO INVENTARIABLE";3200,00
45322100;"CARRETERAS";"SUMINISTRO ENERGÍA ELÉCTRICA";150000,00
45322101;"CARRETERAS";"SUMINISTRO AGUA";20000,00
45322103;"CARRETERAS";"COMBUSTIBLES Y CARBURANTES CARRETERAS";45000,00
45322104;"CARRETERAS";"VESTUARIO CARRETERAS";10000,00
45322111;"CARRETERAS";"SUMINISTRO DE RESPUESTOS DE MAQUINARIA,UTILLAJE Y ELEM TRANSPORTE";21500,00
45322502;"CARRETERAS";"TRIBUTOS LOCALES";5500,00
45322610;"CARRETERAS";"ENCUESTA DE INFRAESTRUCTURA";9295,00
45322611;"CARRETERAS";"INDEMNIZACIONES DAÑOS RESPONSABILIDAD PATRIMONIAL";42750,00
45322702;"CARRETERAS";"VALORACIONES Y PERITAJES";500,00
45322706;"CARRETERAS";"ESTUDIOS Y TRABAJOS TÉCNICOS";25000,00
45322707;"CARRETERAS";"PROYECTO SAN BERNARDO, EDUCACIÓN VIAL Y OTROS";30000,00
45346201;"CARRETERAS";"PLAN INSULAR DE COOPERACIÓN MUNICIPAL: SERVICIOS ";250000,00
45361000;"CARRETERAS";"INVERSIONES EN TERRENOS DESTINADOS AL USO GENERAL";2500,00
45361100;"CARRETERAS";"PLAN SECTORIAL ACONDICIONAMIENTO DE CARRETERAS";150000,00
45361101;"CARRETERAS";"PLAN REPAVIMENTACIÓN CARRETERAS (2017-2018)";527968,75
45362300;"CARRETERAS";"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE";20000,00
45362500;"CARRETERAS";"BIENES MUEBLES INFRAESTRUCTURA";10000,00
45362600;"CARRETERAS";"EQUIPOS PARA PROCESO DE INFORMACIÓN";2000,00
45365000;"CARRETERAS";"GASTOS EN INVERSIONES GESTIONADAS PARA OTROS ENTES PÚBLICOS";40000,00
45376201;"CARRETERAS";"PLAN INSULAR DE DE COOPERACIÓN EN OBRAS ";2450000,00
45376202;"CARRETERAS";"SUBV. AYTO. TAZACORTE PARA LA OBRA DE LA TRAVESÍA";75000,00
45378900;"CARRETERAS";"SUBV. ADEA MEJORAS CIRCUITO";10000,00
45962200;"OTRAS INFRAESTRUCTURAS";"CENTRO DE INTERPRETACIÓN DEL MUNDO RURAL DE BARLOVENTO: VALLADO, CERRAMIENTOS";100000,00
45962700;"OTRAS INFRAESTRUCTURAS";"INVERSIONES FDCAN";1684920,11
49112000;"SOCIEDAD DE LA INFORMACIÓN";"SUELDOS GRUPO A1";15231,71
49112006;"SOCIEDAD DE LA INFORMACIÓN";"TRIENIOS";1757,39
49112100;"SOCIEDAD DE LA INFORMACIÓN";"COMPLEMENTO DE DESTINO";11770,22
49112101;"SOCIEDAD DE LA INFORMACIÓN";"COMPLEMENTO ESPECÍFICO";17398,50
49112103;"SOCIEDAD DE LA INFORMACIÓN";"OTROS COMPLEMENTOS";8757,44
49113000;"SOCIEDAD DE LA INFORMACIÓN";"RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO";11182,54
49113002;"SOCIEDAD DE LA INFORMACIÓN";"OTRAS REMUNERACIONES PERSONAL LABORAL FIJO";18241,95
49115000;"SOCIEDAD DE LA INFORMACIÓN";"PRODUCTIVIDAD";374,56
49116000;"SOCIEDAD DE LA INFORMACIÓN";"SEGURIDAD SOCIAL";20297,52
49121700;"SOCIEDAD DE LA INFORMACIÓN";"MANTENIMIENTO DE LA APLICACIÓN MÓVIL (APP)";5000,00
49121900;"SOCIEDAD DE LA INFORMACIÓN";"MANTENIMIENTO DE LA RED DE TELECOMUNICACIONES";10000,00
49121901;"SOCIEDAD DE LA INFORMACIÓN";"MANTENIMIENTO DE LA RED DE LOS SENSORES";20000,00
49122000;"SOCIEDAD DE LA INFORMACIÓN";"MATERIAL OFICINA";1000,00
49122606;"SOCIEDAD DE LA INFORMACIÓN";"REUNIONES, CONFERENCIAS Y CURSOS";7000,00
49122706;"SOCIEDAD DE LA INFORMACIÓN";"ESTUDIOS Y TRABAJOS TÉCNICOS";30000,00
49122707;"SOCIEDAD DE LA INFORMACIÓN";"PROYECTOS NUEVAS TECNOLOGÍAS Y COMUNICACIONES";15000,00
49122709;"SOCIEDAD DE LA INFORMACIÓN";"ADECUACIÓN DEL CPD Y EL CENTRO COORDINADOR";20000,00
49142200;"SOCIEDAD DE LA INFORMACIÓN";"SUBV. EOI PROGRAMA FORMATIVO JUVENIL Y COWORKING";90550,00
49148900;"SOCIEDAD DE LA INFORMACIÓN";"SUBVENCIÓN AMPAS PARTICIPACIÓN EN LA FIRST LEGO";5000,00
49148901;"SOCIEDAD DE LA INFORMACIÓN";"APORTACIÓN PROGRAMA EDUCATIVO SOLARLAB";3000,00
49162700;"SOCIEDAD DE LA INFORMACIÓN";"INVERSIONES TELECOMUNICACIONES:RED TRONCAL Y OTROS";40000,00
49162701;"SOCIEDAD DE LA INFORMACIÓN";"OBRAS E INVERSIONES GIS";26750,00
49162704;"SOCIEDAD DE LA INFORMACIÓN";"EQUIPAMIENTO E INVERSIÓN OFICINAS";10000,00
49162705;"SOCIEDAD DE LA INFORMACIÓN";"RED DE SENSORES";40000,00
49164100;"SOCIEDAD DE LA INFORMACIÓN";"DESARROLLO APLICACIONES MÓVILES";6000,00
91210000;"ORGANOS DE GOBIERNO";"RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO";773210,28
91210001;"ORGANOS DE GOBIERNO";"OTRAS REMUNERACIONES ASITENC. PLENOS Y COMISIONES";54900,00
91211000;"ORGANOS DE GOBIERNO";"RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL";137899,38
91211001;"ORGANOS DE GOBIERNO";"RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL";228967,07
91216000;"ORGANOS DE GOBIERNO";"SEGURIDAD SOCIAL";307270,92
91222000;"ORGANOS DE GOBIERNO";"MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE";1500,00
91222001;"ORGANOS DE GOBIERNO";"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES";3000,00
91222601;"ORGANOS DE GOBIERNO";"ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS";20000,00
91222610;"ORGANOS DE GOBIERNO";"OTRAS ATENCIONES DE PRESIDENCIA";10000,00
91222611;"ORGANOS DE GOBIERNO";"ACTOS INSTITUCIONALES Y AYUDAS ACTOS MUNICIPALES";18000,00
91222613;"ORGANOS DE GOBIERNO";"ESCUDOS CABILDO INSULAR";500,00
91222615;"ORGANOS DE GOBIERNO";"ATENCIONES CONGRESOS. EXPOSIC, EFEMÉRIDES Y OTROS";2000,00
91222616;"ORGANOS DE GOBIERNO";"GASTOS DIVERSOS DE REPRESENTACIÓN DIFERENTES ÁREA";2000,00
91222706;"ORGANOS DE GOBIERNO";"ESTUDIOS Y TRABAJOS TÉCNICOS";5000,00
91223000;"ORGANOS DE GOBIERNO";"DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO";15000,00
91223100;"ORGANOS DE GOBIERNO";"LOCOMOCIÓN DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBI";19800,00
91223300;"ORGANOS DE GOBIERNO";"OTRAS INDEMNIZACIONES TELEFONÍA";10200,00
91248900;"ORGANOS DE GOBIERNO";"ASIGNACIONES A GRUPOS POLÍTICOS";213794,50
91248901;"ORGANOS DE GOBIERNO";"OFRENDA A SAN MIGUEL. ÓRGANOS DE GOBIERNO";1200,00
91248902;"ORGANOS DE GOBIERNO";"OFRENDA REAL SANTUARIO NTRA. SRA. DE LAS NIEVES. ORGANOS DE GOBIERNO";1200,00
92012000;"ADMINISTRACIÓN GENERAL";"SUELDOS GRUPO A1 SECRETARÍA, VICESECRT Y REGIMEN JURÍDICO";137085,42
92012003;"ADMINISTRACIÓN GENERAL";"SUELDOS GRUPO C1";10077,59
92012004;"ADMINISTRACIÓN GENERAL";"SUELDOS GRUPO C2 ";84677,04
92012005;"ADMINISTRACIÓN GENERAL";"SUELDOS GRUPO E ";54288,08
92012006;"ADMINISTRACIÓN GENERAL";"TRIENIOS";54882,29
92012100;"ADMINISTRACIÓN GENERAL";"COMPLEMENTO DE DESTINO ";204763,86
92012101;"ADMINISTRACIÓN GENERAL";"COMPLEMENTO ESPECÍFICO";264434,38
92012103;"ADMINISTRACIÓN GENERAL";"OTROS COMPLEMENTOS ";165572,10
92013000;"ADMINISTRACIÓN GENERAL";"RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO ";103681,59
92013002;"ADMINISTRACIÓN GENERAL";"OTRAS REMUNERACIONES SECRETARÍA, VICESECRT Y REGÍMEN JURÍDICO ";148709,83
92014300;"ADMINISTRACIÓN GENERAL";"RETRIBUCIONES EJECUCION SENTENCIAS";55000,00
92015000;"ADMINISTRACIÓN GENERAL";"PRODUCTIVIDAD ";7116,64
92016000;"ADMINISTRACIÓN GENERAL";"SEGURIDAD SOCIAL SECRETARÍA, VICESECRT Y REGIMEN JURÍDICO";339257,19
92020300;"ADMINISTRACIÓN GENERAL";"ARRENDAMIENTO DE MAQUINARIA, INSTALACIONES Y UTILLAJE";70000,00
92020400;"ADMINISTRACIÓN GENERAL";"ARRENDAMIENTO VEHICULO PRESIDENCIA";20000,00
92022000;"ADMINISTRACIÓN GENERAL";"MATERIAL DE OFICINA ADMON. GENERAL, SECRET. Y VICESECRT.";2000,00
92022001;"ADMINISTRACIÓN GENERAL";"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES";3000,00
92022002;"ADMINISTRACIÓN GENERAL";"MATERIAL INFORMATICO NO INVENTARIABLE";1500,00
92022003;"ADMINISTRACIÓN GENERAL";"MATERIAL FOTOCOPIADORAS Y OTROS";3967,05
92022004;"ADMINISTRACIÓN GENERAL";"CUOTA ANUAL ARANZADI BASE DE DATOS";3800,00
92022005;"ADMINISTRACIÓN GENERAL";"GESTOR EXPEDIENTES JUDICIALES";4938,00
92022104;"ADMINISTRACIÓN GENERAL";"VESTUARIO";3500,00
92022199;"ADMINISTRACIÓN GENERAL";"OTROS SUMINISTROS ";2000,00
92022201;"ADMINISTRACIÓN GENERAL";"POSTALES";49500,00
92022300;"ADMINISTRACIÓN GENERAL";"TRANSPORTE Y MENSAJERÍAS";2000,00
92022502;"ADMINISTRACIÓN GENERAL";"TRIBUTOS ENTIDADES LOCALES";1000,00
92022602;"ADMINISTRACIÓN GENERAL";"PUBLICIDAD Y PROPAGANDA ";6000,00
92022603;"ADMINISTRACIÓN GENERAL";"PUBLICACIONES EN DIARIOS OFICIALES";8500,00
92022604;"ADMINISTRACIÓN GENERAL";"JURÍDICOS, CONTENCIOSOS";35000,00
92022607;"ADMINISTRACIÓN GENERAL";"OPOSICIONES Y PRUEBAS SELECTIVAS";2879,46
92022610;"ADMINISTRACIÓN GENERAL";"GASTOS DIVERSOS DEPART. INVENT. Y ARCHIVO";4500,00
92022611;"ADMINISTRACIÓN GENERAL";"GASTOS DIVERSOS VICE-SECRET. GRAL. Y ASESORÍA JDCA.";1500,00
92022998;"ADMINISTRACIÓN GENERAL";"OTROS GASTOS JURÍDICOS";3000,00
92022699;"ADMINISTRACIÓN GENERAL";"OTROS GASTOS DIVERSOS";1000,00
92022706;"ADMINISTRACIÓN GENERAL";"ESTUDIOS Y TRABAJOS TÉCNICOS";6982,50
92022707;"ADMINISTRACIÓN GENERAL";"ACTUACIONES ACTUALIZACIÓN PROPIEDADES Y FICHA INVENTARIO";15000,00
92023020;"ADMINISTRACIÓN GENERAL";"DIETAS DEL PERSONAL NO DIRECTIVO";5000,00
92023120;"ADMINISTRACIÓN GENERAL";"LOCOMOCIÓN DEL PERSONAL NO DIRECTIVO";11000,00
92048000;"ADMINISTRACIÓN GENERAL";"AYUDA ASOC. CANARIA AMIGOS PUEBLOS SAHARAUIS DESPLAZ NIÑOS";4631,25
92062500;"ADMINISTRACIÓN GENERAL";"ADQUISICIÓN MOBILIARIO Y ENSERES";1337,00
92062600;"ADMINISTRACIÓN GENERAL";"ADQUISIÓN EQUIPOS INFORMÁTICOS";1000,00
92062700;"ADMINISTRACIÓN GENERAL";"PROYECTO ARCHIVO INSULAR";60000,00
92083000;"ADMINISTRACIÓN GENERAL";" ANTICIPOS PAGAS AL PERSONAL";240000,00
92083100;"ADMINISTRACIÓN GENERAL";"PRÉSTAMOS DE HASTA 3.942,87 EUROS";60000,00
92083101;"ADMINISTRACIÓN GENERAL";"AYUDAS REINTEGRABLES EXCEPCIONALES";18000,00
92112000;"PRESIDENCIA";"SUELDOS GRUPO A1";45695,14
92112003;"PRESIDENCIA";"SUELDOS GRUPO C1";10077,59
92112004;"PRESIDENCIA";"SUELDOS GRUPO C2";33870,82
92112006;"PRESIDENCIA";"TRIENIOS";11378,36
92112100;"PRESIDENCIA";"COMPLEMENTO DE DESTINO";67778,76
92112101;"PRESIDENCIA";"COMPLEMENTO ESPECÍFICO";84666,40
92112103;"PRESIDENCIA";"OTROS COMPLEMENTOS";53215,31
92113000;"PRESIDENCIA";"RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO";11250,06
92113002;"PRESIDENCIA";"OTRAS REMUNERACIONES PERSONAL LABORAL FIJO";17838,07
92115000;"PRESIDENCIA";"PRODUCTIVIDAD";2060,08
92116000;"PRESIDENCIA";"SEGURIDAD SOCIAL";64462,08
92120200;"PRESIDENCIA";"CUOTA EDIFICIOS COMUNIDADES";5000,00
92122104;"PRESIDENCIA";"VESTUARIO PERSONAL CONDUCTORES";1500,00
92122200;"PRESIDENCIA";"COMUNICACIONES TELEFONICAS EDIFICIOS";80000,00
92122400;"PRESIDENCIA";"PRIMAS DE SEGURO";190000,00
92122502;"PRESIDENCIA";"TRIBUTOS EDIFICIOS";85000,00
92122602;"PRESIDENCIA";"PUBLICIDAD Y PROPAGANDA ";70000,00
92122603;"PRESIDENCIA";"PUBLICACIONES EN DIARIOS OFICIALES";500,00
92122700;"PRESIDENCIA";"SERVICIO LIMPIEZA EDIFICIOS";480000,00
92122701;"PRESIDENCIA";"SEGURIDAD";200000,00
92122709;"PRESIDENCIA";"SERVICIOS AUXILIARES CONTROL ACCESO DEPENDENCIAS";15000,00
92162500;"PRESIDENCIA";"ADQUISICION DE MOBILIARIO Y ENSERES";500,00
92222000;"COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE LA EELL";"MATERIAL OFICINA ORGANIZACIÓN";500,00
9222201;"COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE LA EELL";"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES";200,00
92222699;"COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE LA EELL";"OTROS GASTOS DIVEROS";500,00
92222706;"COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE LA EELL";"GABINETE DE PRENSA - SERVICIOS NOTICIAS";40000,00
92262500;"COORDINACIÓN Y ORGANIZACIÓN INSTITUCIONAL DE LA EELL";"MOBILIARIO ";1200,00
92422610;"PARTICIPACIÓN CIUDADANA";"GASTOS DIVERSOS PROYECTO INSULAR";5000,00
92422706;"PARTICIPACIÓN CIUDADANA";"TRABAJOS TÉCNICOS PREMIOS PROYECTO INSULAR";2500,00
92448000;"PARTICIPACIÓN CIUDADANA";"PREMIOS PARTICIPACIÓN CIUDADANA";1500,00
92448901;"PARTICIPACIÓN CIUDADANA";"CONSEJO SOCIAL DE LA ISLA DE LA PALMA GASTOS FUNCIONAMIENTO";1000,00
92448903;"PARTICIPACIÓN CIUDADANA";"MOVIMIENTO ASOCIATIVO ACTUACIONES 2017";40000,00
92478900;"PARTICIPACIÓN CIUDADANA";"PREMIOS PROYECTO INSULAR";20000,00
92522000;"ATENCIÓN A LOS CIUDADANOS";"MATERIAL DE OFICINA INFORMACIÓN AL CIUDADANO";3000,00
92522002;"ATENCIÓN A LOS CIUDADANOS";"SOFTWARE PARA INTERCONEXIÓN DE REGISTRO";7000,00
92522707;"ATENCIÓN A LOS CIUDADANOS";"SERVICIO INFORMACIÓN TELEFÓNICA (SERVICIO 010)";84030,00
92522709;"ATENCIÓN A LOS CIUDADANOS";"CONVENIO SERVICIO ADMINISTRATEL";12960,00
92522710;"ATENCIÓN A LOS CIUDADANOS";"MANTENIMIENTO GESTOR DE TURNOS OFICINA OAC";1500,00
